dataset,source,stimulus,distortion,level,seed,derived_seed,actual_luma_rms,path,width,height,sha256,source_sobel_si,stimulus_sobel_si,sobel_si,luma_sd,edge_fraction,glcm_contrast,glcm_entropy,glcm_homogeneity,glcm_contrast_levels32,glcm_entropy_levels32,glcm_homogeneity_levels32,glcm_contrast_horizontal,glcm_entropy_horizontal,glcm_homogeneity_horizontal
kodak,kodim01.png,kodim01_a56e27cbf5f8__clean_0,clean,0,,,0.0,results/vtm_content_partition_study/stimuli/kodim01_a56e27cbf5f8__clean_0.png,768,512,94e1676373cf8ab1e09e7dc1afded67dc9e13af03b89f0fc10688df49dcf04ee,110.23951076191508,110.23951076191508,110.23951076191508,39.98999037130714,0.5431935698561409,0.7192223053253244,2.694395311854964,0.787531447453199,9.59773130042663,5.130519308217308,0.49413289636454427,0.4798932529335071,2.534306771828514,0.8343818126820561
kodak,kodim01.png,kodim01_a56e27cbf5f8__awgn_5_seed-20260811,awgn,5,20260811,1113627816953926884,4.999581637363807,results/vtm_content_partition_study/stimuli/kodim01_a56e27cbf5f8__awgn_5_seed-20260811.png,768,512,c5bec7aa365a2fcfa5541adc65afdd4ef5bf20479b527c5712d2caf4b56f1526,110.23951076191508,108.48952880077599,108.48952880077599,40.27292552192773,0.5698842983668664,0.797235380831693,2.7854608443892963,0.7566025480505277,10.348482744037945,5.297773126348458,0.4272028952983369,0.5645957260430248,2.65127778353094,0.7983412115287851
kodak,kodim01.png,kodim01_a56e27cbf5f8__awgn_5_seed-20260812,awgn,5,20260812,13393917567101287228,5.012348693441222,results/vtm_content_partition_study/stimuli/kodim01_a56e27cbf5f8__awgn_5_seed-20260812.png,768,512,b88febbf483481a6dcfa4dc88bda86c95a46cc94642b5ce0303f334bbce1169f,110.23951076191508,108.46569147338617,108.46569147338617,40.284028704796945,0.5695156913940511,0.79461091941275,2.7846185208944254,0.7566249631447306,10.3375823952574,5.297285953573346,0.4269250868504332,0.5642213983050848,2.651343145981831,0.7980661598235439
kodak,kodim01.png,kodim01_a56e27cbf5f8__awgn_5_seed-20260813,awgn,5,20260813,1797184094092325255,4.99882290018058,results/vtm_content_partition_study/stimuli/kodim01_a56e27cbf5f8__awgn_5_seed-20260813.png,768,512,77f373059ce0aa3dc4731b4d87d826a3d2d1a85f1a074872cdda458a5e74f3bf,110.23951076191508,108.48467946313441,108.48467946313441,40.286382165113714,0.5702145087800133,0.7956949771164594,2.7857604731913055,0.7565613010702502,10.353655606092705,5.299139408243889,0.42622213973546474,0.5657823704367666,2.653146568856738,0.7978863017573599
kodak,kodim01.png,kodim01_a56e27cbf5f8__awgn_15_seed-20260811,awgn,15,20260811,1113627816953926884,14.949935440043156,results/vtm_content_partition_study/stimuli/kodim01_a56e27cbf5f8__awgn_15_seed-20260811.png,768,512,55b9df4387ab4db231c0d203fdc07fe616f7b8dc80e0b25eb4b14725e8391c1b,110.23951076191508,105.83916938564239,105.83916938564239,42.58718864501944,0.7582194235396509,1.1804060603071251,3.074796207890847,0.6613436132859136,16.49857935903522,5.743852796383035,0.2886648997696147,0.9536011856258148,2.994928440623057,0.6889990333366305
kodak,kodim01.png,kodim01_a56e27cbf5f8__awgn_15_seed-20260812,awgn,15,20260812,13393917567101287228,14.987601178538014,results/vtm_content_partition_study/stimuli/kodim01_a56e27cbf5f8__awgn_15_seed-20260812.png,768,512,48b8aa697fd7542986637cf02ad9db50602c40b65899e1e998057aa349033341,110.23951076191508,105.77481329738593,105.77481329738593,42.627289456954955,0.7601315722111299,1.182358321956877,3.0755928616536767,0.6609708882563186,16.51344430932937,5.744906068585092,0.28821167118830654,0.9542250651890483,2.9956519799981276,0.6886780486194144
kodak,kodim01.png,kodim01_a56e27cbf5f8__awgn_15_seed-20260813,awgn,15,20260813,1797184094092325255,14.947567067948343,results/vtm_content_partition_study/stimuli/kodim01_a56e27cbf5f8__awgn_15_seed-20260813.png,768,512,24ae64f68debc260260fdcf76dcaac11a2b2f884e46f98a9825e785a1b15adf5,110.23951076191508,105.82396498591923,105.82396498591923,42.62779958026301,0.7601059745046844,1.181880724821926,3.075803279901988,0.6609809657836951,16.524305653698143,5.745499941433712,0.2883055434789911,0.955730015482399,2.996173201881285,0.6883921377820899
kodak,kodim01.png,kodim01_a56e27cbf5f8__awgn_30_seed-20260811,awgn,30,20260811,1113627816953926884,29.538901762351394,results/vtm_content_partition_study/stimuli/kodim01_a56e27cbf5f8__awgn_30_seed-20260811.png,768,512,222a5f8af602227760247878715e40c46b234acc86504fefe169b0071cd8e34e,110.23951076191508,112.03626545100104,112.03626545100104,49.28160547482074,0.9018276762402089,2.404072328355971,3.5294264160191626,0.5263916923156677,36.48640288307522,6.264706422868215,0.18854778789027085,2.188508393089961,3.49889197405673,0.5397454982824595
kodak,kodim01.png,kodim01_a56e27cbf5f8__awgn_30_seed-20260812,awgn,30,20260812,13393917567101287228,29.59521888919639,results/vtm_content_partition_study/stimuli/kodim01_a56e27cbf5f8__awgn_30_seed-20260812.png,768,512,512c63fd6fa17b6722f5d3d14dba0a195066c50e1c6d1b69768e6891bb1ea50b,110.23951076191508,112.01732580557982,112.01732580557982,49.350892918557086,0.9030691650028158,2.409925177773575,3.5314981914852366,0.5259985207186317,36.58376527506201,6.267218534888807,0.18835575827805706,2.1850197604302477,3.4997132099250416,0.539948382366195
kodak,kodim01.png,kodim01_a56e27cbf5f8__awgn_30_seed-20260813,awgn,30,20260813,1797184094092325255,29.527510148856443,results/vtm_content_partition_study/stimuli/kodim01_a56e27cbf5f8__awgn_30_seed-20260813.png,768,512,8366a8b8dccdc3b328d8b6552964b679de20b7786ddc0c716646f4f9f4879004,110.23951076191508,112.04827913042078,112.04827913042078,49.34374114857098,0.9030128500486356,2.410366225999411,3.532027226075339,0.5255112433980946,36.57005126657659,6.266984524974343,0.18817750705777475,2.193593648142112,3.501424999707922,0.5389605510977362
kodak,kodim01.png,kodim01_a56e27cbf5f8__stripes_8,stripes,8,,,5.608348699419228,results/vtm_content_partition_study/stimuli/kodim01_a56e27cbf5f8__stripes_8.png,768,512,5b261382cf363e4442c9f766d722ef3f28ea88c433c648f585b0a6c0ae7f794c,110.23951076191508,109.04288841770722,109.04288841770722,40.33322617904059,0.5552910459222854,0.7261844364761854,2.724840238163055,0.7808010813895956,9.585816146758226,5.1964163891348125,0.48587995122696603,0.4871455345501956,2.5564001608575846,0.8312654046944805
kodak,kodim01.png,kodim01_a56e27cbf5f8__stripes_16,stripes,16,,,11.281483430287794,results/vtm_content_partition_study/stimuli/kodim01_a56e27cbf5f8__stripes_16.png,768,512,0e3ddbb1e3ea3ec8a90bc3c8a65f7729587de475259d5d12d5f7856e09422fa0,110.23951076191508,107.30357263167781,107.30357263167781,41.453116096637295,0.5962166589873548,0.734826798369115,2.7658260186975854,0.7787386645198626,9.73806882431174,5.292957626756506,0.4678114069244589,0.4834226287483703,2.580752731097844,0.8340123000555945
kodak,kodim01.png,kodim01_a56e27cbf5f8__stripes_32,stripes,32,,,22.774966168230193,results/vtm_content_partition_study/stimuli/kodim01_a56e27cbf5f8__stripes_32.png,768,512,ff2a7211d38e591f060536c6eb2a7b3c5deec74be5a53d7c1905ff0e02349a5b,110.23951076191508,105.28807488032196,105.28807488032196,45.79345678455662,0.7626785440024574,0.7843347591577218,2.932801846541369,0.7613944440978098,10.319544199672343,5.49078444077719,0.42519015199464094,0.4809831323337679,2.698552013372719,0.8347862681944571
kodak,kodim02.png,kodim02_4f4b74a79237__clean_0,clean,0,,,0.0,results/vtm_content_partition_study/stimuli/kodim02_4f4b74a79237__clean_0.png,768,512,a854165f6b722be98cbed21a8617b0e1bace5ad25db92d5c6c3d914d8f0d13f3,51.75380456078816,51.75380456078816,51.75380456078816,20.593882796303294,0.1781293196129627,0.16710404264322667,1.1660324757786817,0.9370318619762134,2.072953675697029,3.224283710099381,0.721771411035705,0.1227998696219035,1.1162200986713104,0.9496778709728801
kodak,kodim02.png,kodim02_4f4b74a79237__awgn_5_seed-20260811,awgn,5,20260811,934317093076501681,5.000182339204538,results/vtm_content_partition_study/stimuli/kodim02_4f4b74a79237__awgn_5_seed-20260811.png,768,512,e417104197d80f4d7ede1015deb5d9f49800cfbc77ecf8f7d160f1333bddca41,51.75380456078816,50.09481884183531,50.09481884183531,21.168283062692144,0.211741667946552,0.2163681337717382,1.296001622317009,0.9132864165598893,2.853185336014887,3.6956980257293917,0.5791854944201694,0.17688895453063885,1.261651426350004,0.9235532020340604
